nome completo,matrícula,data de entrada,salário
Joel Khan,759854186265,19/08/89,9026.44
Kathryn Gomez,627215640864,28/05/75,4182.92
Eric Peters,70349518792,14/09/82,9876.07
Sarah Powers,856795273439,03/08/68,6376.44
Robert Walker,502414102544,25/08/91,3591.57
Thomas Huerta,47934371695,06/10/00,4325.82
Rickey Willis,134154510892,01/04/82,7928.23
Miss Joyce Meyer MD,332787640039,10/10/00,8491.1
Scott Stanton,164663629748,30/05/65,3721.29
David Singleton,743945442396,29/06/05,4309.58
Mariah Davis,456052034727,17/12/79,3870.63
Brian Ramos,111510672432,17/01/60,4028.73
Lisa Buckley,828852029701,21/09/80,3010.82
John Tate,599757856132,02/04/78,4372.37
Mary Smith,829755188175,20/08/83,5837.4
Ryan Mitchell,296083122244,06/06/69,7079.53
Dwayne Booth,587444171875,23/03/75,7415.84
Nancy Novak,591694818544,30/09/76,6113.03
Gregory Greene,450566519821,19/11/84,4817.08
William Ross,859075125415,15/10/86,5329.07
Steven Duncan,670712872932,23/07/86,4614.23
Nicole Mccoy,775719487398,26/12/66,5532.12
Ashley Coleman,149304864841,13/08/81,7156.28
Samantha Davis,486257031789,30/03/02,5401.27
Joanne Marshall,400147142491,23/05/73,8837.71
Alexander Anderson,738098953839,27/03/77,3265.17
Jeremy Brewer,943743833579,30/07/74,3305.32
Carlos Gilbert,240651157016,27/07/78,5649.93
Robin Nguyen,540051506990,12/09/68,4860.18
Kimberly Hill,646238056444,03/10/62,3703.46
Karen Mccullough,594107823815,22/06/63,3817.92
Timothy Delacruz,999271787171,17/07/96,5027.5
Sandra Thompson DVM,68143951677,12/06/59,7291.11
Jane Ray,777817669849,02/07/85,5935.08
Angela Robinson,69271925547,13/02/00,6585.97
Kelsey Robles,361230813432,13/12/64,4527.65
Christopher Mitchell,552395252892,20/02/69,6785.54
Donna Young,442412941225,28/04/03,6519.39
David Aguilar,101240710888,24/09/66,6353.48
Anne Bradford,848274160493,21/07/91,3377.99
Ryan Murphy,917331967340,22/09/84,3282.65
Lauren Phillips,23828739753,03/06/78,8843.87
Keith Brennan,373661434278,03/10/02,6114.77
Gina King,94777349465,24/12/58,7700.82
Mr. Jeffrey Gonzalez,735652119229,22/11/59,8055.71
Stephanie Fisher DDS,961076493201,14/07/81,8617.95
Leah Lewis,540459504709,26/12/82,9266.48
William Parker,565304761629,07/12/78,9052.04
Kimberly Rivera,224454805031,31/07/88,3529.91
Alexandra Mays,626262571522,14/07/04,5482.58
Michael Grant,230217012526,18/05/89,8415.15
Michael Rivera,825576158124,04/04/59,5914.42
Yolanda Moyer,561764865705,15/08/03,3114.48
James Cooper,230629402603,10/10/94,7017.3
Benjamin Gill,559728908316,05/09/72,3859.11
Christina Gallagher,302584140813,05/09/60,5820.48
Amanda Nichols,899042689649,18/03/03,3503.46
David Woods,752164722452,06/06/83,9306.17
Maxwell Harris,566880450505,01/02/86,7715.96
Kelly Beck,812095320823,11/01/79,3002.44
Jacob Lee,814914785959,15/05/97,5922.61
Cole Jennings,434242408889,19/11/92,8978.24
Jordan Brooks,128359509034,26/02/84,9439.01
Adriana Bass,679819488370,09/11/64,4412.81
Lisa Olsen,291130442300,31/03/79,6390.11
Maxwell Kelly,527004102970,23/12/77,5482.88
Cynthia Johnson,944125884062,14/02/87,7651.18
Nathan Randolph,211026364024,06/08/77,5545.61
Lauren Stout,293201242446,30/06/99,3920.45
James Schwartz,954903151063,10/01/95,5169.45
Jennifer Bolton,645101237005,16/08/80,5027.17
Brooke Cantu,990695083844,27/09/86,5395.49
Karina Walton,333175123468,02/07/76,8500.69
Duane Pennington,704243679841,01/11/63,3879.42
Rachel White,117522522378,13/03/65,5995.45
Jacob Kaufman,518331770377,13/04/90,4083.1
Carla Jordan,82030754631,10/12/66,3090.21
Renee Freeman,528564169838,12/02/65,3970.31
Tanya Hall,862225335844,03/02/92,8523.18
Rachel Scott,363502466130,06/03/74,3492.2
Diana Contreras,577721248154,03/09/80,7831.3
Vincent Zamora,351715025976,30/10/98,5297.38
Brandy Smith,479097765411,09/05/63,5969.71
Joanna Richards,859282900471,28/10/60,9276.07
Mikayla Woodward,213332770258,15/03/61,3777.62
Carrie Chaney,773503614763,22/04/64,4058.78
Allison Evans,817511723845,17/12/72,6957.44
Christopher Brown,679925674427,17/03/93,9285.5
Jody Baker,537061838664,30/04/82,4900.02
David Davis,887677447798,29/10/58,6364.86
Mark Price,133205362239,19/12/88,5270.62
Ana Ramos,785309018054,15/06/80,7271.64
Zachary Cox,708371370984,22/04/61,8737.85
Kyle Jackson,768361074656,01/06/96,3384.65
Anthony Gaines,994555642210,09/12/80,4785.12
Kathryn Munoz,854534303786,18/01/87,4984.22
Derek Peterson,293982592931,31/05/58,8453.55
Renee Henson,360750440377,14/04/71,3322.69
Danny Small,312709873323,31/08/85,9290.34
Scott Mendoza,101743857978,21/12/94,4602.31
Michael Levy,663638736560,28/05/90,7529.32
Deanna Morrow,612322648448,15/06/63,5155.21
Emily Wolf,859992369924,27/06/02,6172.13
Ryan Ortega,453106933803,23/11/59,8620.07
Tamara King,713315472306,02/03/91,9990.61
Joshua Gonzalez,895498246124,31/07/05,5720.24
Matthew White,269596560768,12/03/64,6792.64
Tracey Cox,630511587045,29/08/61,6102.03
Beth Orozco,892014784033,24/11/80,8686.42
Jose Vaughn,373903203777,02/07/84,8775.43
Richard Evans,819970194358,22/09/67,3644.78
Billy Sanders,580979541059,28/08/75,7977.11
Jay Wright,664816705385,30/03/78,5773.18
Gregory Phillips,310464514633,17/07/69,4140.15
Christopher Brown Jr.,378636057465,18/02/63,9974.48
Jose Smith,227153713450,15/03/73,6799.5
Daniel Jones,461782521234,01/09/97,8765.35
Amy Cunningham,966389061821,06/03/87,5623.0
Steven Martinez,539283422210,18/10/67,3191.63
Allen Larson,478160310732,04/11/67,9627.64
Hannah Ross,605593301699,02/08/59,4186.6
Katrina Bryan,580868878885,20/05/77,6836.62
Charles Hooper,479534150474,02/08/67,8040.61
Carrie Richard,409593124847,06/08/99,6881.73
Steven Smith,168842354327,01/02/84,3511.73
Scott Phillips,144213547755,20/02/74,5982.88
Nicholas Turner,332195715621,12/01/68,4023.56
Christina Keller,274252332028,21/07/97,8250.83
Madison Allen,342153931554,03/12/66,8328.27
Erin Leonard,346159459457,05/03/97,6583.27
Larry White,293591724243,07/09/67,5460.52
Christopher Andrade,847204834301,18/10/59,4825.6
David Pena,325003690658,13/09/64,4003.94
Ivan Harrison,888680223126,16/11/83,3291.98
Brandon Glass,281743195643,25/10/04,6443.81
Courtney Young,889099830064,10/05/66,7596.46
Tyler Stewart,702549866980,08/04/63,7995.31
Rebecca Arnold,425394012715,25/11/61,9984.39
Robert Bowman,355427198295,07/02/90,5216.84
Sarah Allen,312648000920,10/11/92,7376.02
Wanda Phillips,628390216348,16/02/80,8089.28
Mr. Jeremy Fuller MD,509390998223,09/09/72,7359.77
Ashley Baldwin,848419180205,19/01/77,3923.47
Leslie Aguilar,703668928004,22/06/71,6547.32
Stephanie Green,465215722532,17/05/99,4987.05
Matthew Lopez,295278018649,11/02/01,9766.85
Tiffany Rodriguez,732739142363,23/09/98,8285.86
Sara Gaines,576542052869,08/02/89,3764.83
Christina Hicks,17584227366,25/04/74,6780.8
Teresa Smith,970241920446,28/10/03,6688.13
Brian Burgess,114016317315,05/03/81,9140.41
Stephanie Williams,885130940462,07/08/01,6126.47
James Wright,26525940034,07/06/99,5454.19
Leonard Smith,873453686057,10/01/90,8767.88
Whitney Vasquez,666517420512,26/09/04,3807.44
Mark Harrison,475658620335,09/09/64,8379.17
Paul Mejia,921428468898,24/06/67,7152.2
Kimberly Hardin DVM,667793848622,14/08/99,9407.61
Javier Randolph MD,889431935495,09/07/65,7540.41
Cody Williams,79869051292,28/12/67,4397.58
William Bullock,185294187174,10/01/58,4446.59
Tyler Estes,987319713867,03/04/81,6018.74
Jillian Johnson,310432695142,02/10/96,7384.18
Tracy Castillo,663047870493,16/03/00,3484.27
Gilbert Henderson,893787511996,04/12/99,4815.14
Andrew Chavez,316425612258,27/08/02,6255.31
Benjamin Odom,618033063917,02/05/86,5181.45
Rachel Parker,573804966594,06/04/68,4062.84
Jessica Baxter,152679270547,07/06/59,8385.6
Charles Jackson,307380311036,16/03/01,8882.75
Daniel Howard,802658090381,04/11/88,5543.85
Bradley Phillips,360644481264,28/12/94,5925.05
Micheal Wood,524036572543,08/03/58,6421.23
Christine Jones,403487475233,22/10/98,5548.17
Jillian Green,825072476324,09/07/04,9724.45
Ian Pierce,234839059053,04/04/94,5032.72
Jeremy Mccullough,719171794321,05/02/04,5709.79
Laura Sullivan,487746955601,05/07/84,5840.93
Tracy Combs,229490446178,24/10/66,5041.35
Debra Taylor,551248578330,30/04/71,4628.64
Christian Wilson,171253359094,18/07/74,7801.95
Melissa Carpenter,675767576344,17/03/86,5445.3
Christopher Ramirez,45449591110,10/10/95,9198.05
John Silva,213282961418,08/07/96,8802.06
Don Gutierrez,424679998584,01/08/60,3174.71
Linda Valentine,113815664207,01/06/83,9202.5
Jennifer Duncan,93563347113,22/11/59,3579.91
Lori Meyer,177557359785,11/08/65,3370.21
Adam Chapman,117457968678,17/04/86,4189.83
Tiffany Gibson,158412272541,23/07/65,7431.84
Samuel Wagner,716206126348,19/07/74,7999.55
Jennifer King,724669940743,09/10/58,9363.93
Mr. Robert Johnston,337998050807,06/01/98,4681.71
Willie Brown,446774319373,19/12/90,8847.78
Michelle Reed,713189390524,23/01/00,9210.18
Rachel Stephens,64334388348,02/11/61,7332.78
Antonio Brown,174868820986,09/11/59,4437.31
Andrew Benitez,88201334305,15/07/96,5993.08
Karen Young,625068538912,05/07/64,4988.13
Christian Cook,111213980307,24/11/93,5755.62
Carol Herman,801618485741,29/07/72,9981.34
Jillian Cain,905488652450,02/11/72,9674.17
Dr. Michael Smith Jr.,246200065569,23/11/64,7062.41
Eric Dixon,126757416033,29/03/63,3376.42
James Good,446093705212,25/08/87,7426.02
Molly Mcintosh,283454680741,01/11/71,7029.0
Bailey Lane,289567207735,11/09/94,4815.07
Zachary Juarez,452602901841,15/12/65,7121.98
Andrea Rodriguez,211911667364,02/03/04,9868.17
Joseph Watson,973209519793,04/04/99,7927.62
Gregory White,631783935862,22/12/94,6986.62
Joseph Hoover,118527504239,01/11/78,4532.07
Jeremy Callahan,284390423282,13/08/78,9292.56
Kristy Mitchell,867242716644,24/06/70,4380.92
Anthony Larson,164964260802,14/06/74,4925.84
Elizabeth Richards,407928792233,01/03/98,6140.93
Kenneth Hebert,618334534344,21/01/67,7229.87
Donald Bruce,34654077326,20/07/73,8253.69
Jennifer Kaiser,220133963024,28/08/61,6087.16
Heather Rose,139325879403,22/10/61,5490.07
Melissa Smith,753371265832,01/08/79,3660.63
Anne Bray,152903763237,26/04/70,4333.45
Ronald Collins,605156087448,04/02/84,6888.61
John Manning,602374971698,23/06/82,4818.74
Christopher Reed,305697948434,21/01/82,4174.41
Marie Robinson,829534595955,30/07/63,8959.24
George Dixon,410265560388,19/12/93,4769.18
Amanda Garcia,462645618672,23/08/81,3260.79
Jacob Adams,22183010930,22/12/72,5986.7
Tammy Frye,660404491670,13/11/93,5115.48
Kelly May,556345303824,21/01/63,7506.79
Mrs. Kimberly Garcia,968953169249,19/05/63,6662.71
Melissa Smith,278965321814,16/11/92,5397.75
Tamara Moss,276305836573,25/01/89,9541.79
Charles Jenkins,668480724164,25/06/59,3895.76
Stephanie Whitehead,17665761444,05/10/91,5500.28
Sydney Dodson,616651018291,03/10/96,8730.85
Allen Nguyen,239319664675,23/09/87,7123.97
Christopher Hill,287468078263,08/03/78,4778.15
Michaela Murphy,985209321200,03/05/66,4719.13
Charles Lopez,903021082238,13/05/59,7680.78
Veronica Wilson,452688106361,27/09/61,5850.35
John Ramos,583435946600,24/12/64,5139.88
Regina Tanner,243391642287,25/12/62,6593.44
Jason Cameron,838571907590,23/08/60,9028.37
Sarah Hall,487360147938,05/04/67,6787.24
Miranda Martin,69800101819,02/11/01,7244.29
Micheal Robinson,641344925068,12/04/01,5494.29
David Nunez,885001278485,01/08/69,4397.76
Jessica Levy,380478031459,27/09/67,8094.59
Russell Barber,297281671662,09/12/61,3939.41
John Mora,476835594323,31/03/89,9336.1
Diana Flores,838215055704,13/07/94,9514.82
Sally Jones,423941993716,01/04/63,5466.76
Cheyenne Franco,559634486913,12/04/97,9205.78
Jason Walker,918345643031,15/06/78,4377.77
Renee Peters,383388580206,25/09/02,3949.53
Kimberly Davis,348116860632,14/07/94,3794.26
Timothy Mathis,979405469606,16/08/80,5745.96
Jennifer Nichols,744965819942,06/07/62,3992.93
Robert Harrison,731998374570,19/07/66,7150.8
Mr. James Johnson,507164746969,07/01/93,3562.39
Brianna Galvan,576683674830,07/12/69,8696.93
Julie Sanchez,254001424253,29/05/67,6967.63
Mark Beck,469121945545,29/12/64,7663.21
Jesse Bernard,368803780505,04/10/92,3284.48
Ray Bailey,3939956951,22/08/02,8910.25
Brian Gray,533959247655,01/06/88,5162.29
Michael Moreno,431991942977,22/09/90,4488.88
Sheila Gordon,975015638406,30/03/85,5330.91
Brian Bridges,434155250814,07/10/91,8954.09
Madison Rush,266244171030,24/05/97,3296.2
Joseph Johnston Jr.,568428444443,23/07/68,5041.5
Anne Bray,646855249910,21/11/62,8464.64
Mark Garcia,659781731844,18/06/82,8240.01
David Lowe MD,389651064990,22/12/97,7092.65
Alan Walker Jr.,830298421864,22/06/85,5128.54
Laurie Robertson,999846909219,09/01/05,3944.93
Bryan Garza,594658451774,17/11/05,5075.62
Morgan Smith,690399258546,05/07/70,4005.62
Kyle Cole,295007397874,26/05/62,5106.88
Margaret Morton,331666023371,01/06/82,8002.65
Renee Walters,936312829330,08/08/66,9851.16
James Walker,36033891512,18/04/82,9954.64
Jason Tyler,879583352150,30/12/96,9338.32
Ashley Martin,935183496529,21/09/83,7751.2
Steven Thompson,280047983728,13/06/81,5417.8
Susan Miles,603579701005,06/10/61,9045.68
Christian Snyder,632648302042,11/02/90,6091.88
Judy Johnson,318916614016,18/04/91,5394.14
Jeffery Williams,72497625416,18/01/70,7183.67
Dawn Quinn,176081494328,04/12/99,5539.88
Laura Watson,199452810907,18/01/74,8480.04
Shelia Strong,76122399184,18/02/68,7781.74
Mr. Gerald Hudson,867684939312,08/04/79,3689.48
Audrey Frank,575286218768,01/02/85,9777.72
Ronald Levine,395716978952,28/07/91,5773.47
Jennifer Bryant,877516567743,29/04/67,4709.36
James Wood,944119908468,01/02/05,4217.89
Taylor Lee,64285951610,08/09/02,4566.51
John Salinas,92534625388,17/10/62,6065.49
Kurt Alvarez,380059369793,06/08/87,3339.71
Laurie Smith,323203333299,08/10/66,9423.92
Timothy Johnson,485679711374,10/04/80,8866.15
Michael Smith,30742891387,22/10/62,9214.14
Robin Gates,26912622321,20/11/89,8407.59
Zachary Bowman,904682114330,24/02/00,9483.28
Linda Taylor,532733213838,18/12/04,9017.21
Mary Hart,550880974311,13/12/93,7147.51
Clayton Howard,265674166730,18/07/97,3064.5
Wendy Cox,348208116055,11/11/05,9552.86
Mariah Reed,406784105310,14/05/01,3862.92
Julia Daniels,257082458591,03/03/00,7030.88
Brandon Miles,616543374768,20/08/99,7554.18
Diane Becker,227867678027,12/04/63,4089.07
Catherine Harvey,194386257379,29/02/96,3738.61
Monica Hicks,236900739122,08/10/65,8013.03
Roy Leon,584856332320,28/04/62,5674.68
Kathryn Blake,317058224311,26/08/72,3016.27
Larry Webster,457298388184,28/12/94,4087.66
Diane Smith,229494553739,18/07/72,4577.8
Melissa Johnson,591288940329,20/03/70,5323.24
Angel Morris,872740756347,15/03/85,4621.7
Terri Gregory,984571051202,23/03/64,6619.97
Michael Higgins,807620364771,17/02/96,9726.4
Eric Peck,272540970601,21/04/05,9434.77
Adam Adkins,966142145751,08/01/88,9013.37
Lisa Smith,632760841983,14/02/93,4282.95
Taylor Sanchez,352788288075,13/03/04,7242.63
Maria Walker,21247485002,08/03/66,4100.76
Jacqueline Horne,50586889538,09/03/82,6577.83
Nicholas Rangel,618290839993,25/01/98,4294.72
Brittney Turner MD,779222829842,16/05/58,7258.44
Anita Martinez,561831293173,30/07/99,5999.39
Todd Pierce,92755073054,27/09/76,7256.55
Dawn Martinez,388775450493,27/03/77,3068.65
Michele Blackwell,541854745726,15/12/59,5285.81
Christopher Beltran,957469456581,25/03/96,3707.82
Robert Richmond,996828159355,12/11/88,6365.42
Tracy Roberts,290968491463,12/02/88,8709.85
Hector May,409873225888,30/07/85,7019.37
Amanda Richardson,815215844470,17/10/05,8411.78
Jonathon Harper,366693621897,30/03/70,4904.01
Angela Rogers,710811752251,01/12/59,6496.16
Zachary Stevens,173518418442,24/03/84,6502.85
Kristi Davis,742786870874,30/10/85,9850.69
Victoria Holmes,59789113428,07/06/90,8115.31
Jennifer Turner,781360423370,07/10/65,4479.25
Robert Jones,175636609339,07/06/69,7819.41
Regina Holt,923553321011,25/12/78,9772.81
Bonnie Newman,922387767434,31/03/04,7871.27
Nancy Meadows,257486105356,07/09/63,6882.99
Anna Bennett,512147445104,29/09/62,5018.41
Michelle Blackwell,616979340925,02/11/73,7659.9
Roberta Phillips MD,654002266973,01/01/69,4855.81
Annette Martinez,82353185390,01/06/90,6182.45
Kathleen Kelly,887083850641,01/12/90,9200.49
Shaun Moore,545159258839,22/01/84,6301.84
Allison House,383833733554,20/01/81,6199.77
Paul Brown,951783392609,28/02/92,3547.54
Zachary Jones,166680075817,02/09/98,3445.25
Sharon Powell,728796279624,22/12/99,4588.4
Jeremy Mejia,320119560821,07/05/88,8972.82
Amy Young,568931394260,22/05/61,9949.81
Ryan Wilson,478646373269,19/01/66,4845.58
Amy Curry,496635027785,16/12/65,9412.37
Kimberly Phillips,999662319109,17/03/77,8573.38
Danielle Bowers,435799476208,15/12/65,7898.98
Cody Torres,744712974092,06/09/86,8099.99
Lisa Franklin,397097583043,30/05/01,8000.25
Natalie Torres,142010388672,07/07/92,8605.29
Mark Foster,678332052822,08/10/63,9348.14
Mrs. Sherri Aguilar,808433405975,12/02/64,5219.98
Katherine Garcia,919470107998,05/10/95,3775.75
Bradley Martin,79530348977,24/06/77,5772.27
Vanessa Holland,705296560564,10/12/60,5852.06
Elizabeth Wagner,298092626443,03/07/73,8416.14
Joshua Thompson,318118294921,28/04/76,4955.0
Sheri Garcia,845827308096,29/01/93,8689.46
Alice Scott,863870645389,01/09/79,7277.05
Jennifer Swanson,610268534687,30/10/03,5790.38
Michelle Miller,430212966850,03/08/03,6440.92
Frank Dixon,736383207762,02/03/71,7875.43
Elizabeth Robles,662344156611,11/08/93,9980.47
Tammy Mitchell,355762371361,29/11/62,8341.59
Angela Jenkins,655623551977,06/07/58,8013.27
Tyler Davis,587486238808,16/12/91,5974.25
Brian Williams,426120988885,10/08/00,6755.95
Ryan Russell,827435759061,20/08/93,7172.7
Susan Hale,913229026319,12/11/02,7278.77
Melinda Hill,597717881971,19/02/74,8853.61
Christopher Delgado,223500390471,20/09/98,9379.47
Erin Mason,338797766874,24/08/84,3916.53
Danielle Shaw,390559020210,27/05/63,5384.38
Mrs. Mary Wise PhD,748538197237,23/03/68,9229.59
Kimberly Griffith,839044033174,09/09/58,8860.2
Yvette Gonzalez,899135863369,30/12/04,9073.19
Tonya Perry,927542986599,27/05/59,9324.92
David Perry,563914504871,31/01/84,8867.78
Amanda Walters,688833028220,27/09/92,9855.95
Wayne Johnson,339399811938,29/04/68,4924.46
Heather Ruiz,489761117992,29/12/98,8740.96
Tiffany Thompson,460136786144,31/03/92,7939.2
Kimberly Spencer,228948374368,07/01/73,3103.59
Zachary Luna,999070012775,21/05/58,3847.17
Eric Johnson,503016961996,21/10/63,8382.38
Edward Young,282441737395,28/01/02,7064.28
Matthew Leblanc,477620059176,23/07/83,3171.55
Marie Howell,619889787355,22/02/60,4804.73
Daniel Robinson,362521705650,25/04/99,4939.5
Christine Mooney,476484292606,02/02/96,4508.74
Gene Park,313741037458,08/02/76,6882.09
Tracey Tran,467844587923,13/01/85,7478.85
Justin Johnson,961671855591,22/07/03,8479.37
Mary Miller,125557121060,04/01/83,7820.36
Tonya Wong,819909079599,18/11/97,4322.0
Xavier Reynolds,860553160145,17/11/93,8420.05
Austin Aguilar,132980653502,30/10/82,3445.95
Mr. Ray Butler,148512310978,22/09/04,4252.78
Leah Wright,691381951247,07/08/04,9636.93
Kim Oneill,47333589420,20/01/69,4175.23
Thomas Torres,409142083174,08/12/61,5782.71
Harry Anderson,151974044695,02/01/61,7210.91
Christopher George,384311473739,21/06/03,5197.07
Mark Walters,143608065865,30/03/83,3489.66
Richard Massey,280716939539,20/01/79,6352.54
Rachel Smith,901297275319,29/06/63,3208.42
Nicholas Ball,378070680155,30/04/60,6129.39
Jessica Evans,526031732281,15/10/64,3534.12
Ashlee Stone,857872709536,02/05/02,3448.49
Larry Rivera,81896121350,26/10/74,6620.85
Robert Taylor,298971463050,06/01/81,5489.38
Gary Branch,994221470495,23/03/58,3535.53
Michael Jones,228730506880,07/11/98,3648.98
David Williams,381142800821,01/01/70,6300.31
Lauren Bates,103554950586,24/08/77,5449.36
Brent Martinez,752752771853,22/10/88,8247.82
Kristy Wood,112432923197,10/03/78,4092.02
Natalie Howard,485081654767,29/03/00,6911.1
Olivia Scott,254649197069,23/08/02,3759.52
Heather Sherman,195449023641,18/01/65,4674.88
Heather Byrd,828214118947,26/04/99,9645.78
Julie Long,692036903314,02/12/64,6117.16
Charles Ramirez,374933923796,10/09/67,5750.14
Kayla Nelson,806912282267,25/02/94,9815.33
Kayla Jones,693710827162,25/04/77,9373.22
William Pittman,65736630277,25/02/71,6503.07
Crystal Miller,81303752066,13/09/60,7343.69
Linda Fisher,964394855388,02/09/92,4814.23
Gregory Davidson,630669483750,21/07/71,8306.71
Jay Harris,757166138700,26/09/74,9052.96
Christine Frazier,460139822424,25/11/58,9137.91
Sarah Anderson,735173563337,23/03/05,8866.52
Tina Alvarez,120761449649,13/05/02,5508.62
Keith Kelley,266085449813,01/11/04,8061.54
Amanda Lopez,698946198512,19/09/02,6333.93
Lisa Nelson,471046876129,14/10/02,3369.88
Tonya Levy,409319688223,19/03/89,6268.71
Thomas Duncan,153867753307,27/10/69,8670.9
Stacey Hunt DDS,310251683942,28/08/70,5871.75
Jennifer Bishop,926764480971,27/04/58,3232.79
Stephanie Jones,202132697437,08/11/61,3465.43
Brandi Hancock,936605131465,17/02/03,9663.68
Kelly Black,656145708140,12/12/62,3988.68
Michelle Lee,683880077277,27/02/71,6790.04
Kerry Smith,704610111192,08/07/69,6349.63
Ronald Farmer,941625582508,19/03/81,7794.0
Kyle Wright,474083855193,09/10/74,8302.31
Nicholas Walton,555768488779,26/09/04,8949.44
William Fowler,490358304375,04/11/88,3513.89
Frank Harris,9954323747,18/07/81,5520.31
Shelly Spears,290405258646,12/12/75,6221.52
Tamara Jones,911760685655,22/11/80,8143.85
Valerie Fox,950691940882,01/05/72,9732.59
Jessica Young,171665935272,17/06/63,4114.13
Amy Kirk,380283462464,12/11/96,8547.17
Stephanie Howard,350797870682,04/07/84,9231.97
Diane Waters,862726991093,27/04/92,9148.69
Michael Gonzalez,372413898399,29/01/82,9483.89
Brandon Taylor,828686159978,29/03/85,7633.06
Victoria Snyder,330464753595,21/06/61,5874.55
Daniel Krueger,938500724032,30/08/71,4651.2
Whitney Porter,750087154043,20/02/05,6051.22
Shannon Mcdaniel,900649382239,21/08/61,8635.01
Leslie Miles,397170129606,23/04/60,3160.3
Sherry Lam MD,708029414445,13/11/96,9237.72
Matthew Wilson,75739061432,06/01/96,4875.14
Michael Ruiz,277809667944,26/02/80,4668.53
Stephen Harrison,68943612456,13/07/98,4701.02
Sharon Russell,66900423185,17/08/96,7609.61
Angela Preston,505951400398,01/08/69,6704.18
Laura Stewart,871947318783,24/11/79,8572.48
Christopher Russell,565817352490,15/12/04,4620.58
Kenneth Leach,771897023076,23/06/96,5452.01
Melissa Jackson,803185940121,14/04/01,3347.22
Desiree Brown,509846172067,30/03/81,9305.62
Laurie Montes,663157091747,29/12/92,6653.48
Brittany Walton,415582009476,02/03/79,7522.05
Hayley Rush,383033094050,13/10/91,3527.47
Marilyn Manning,356823896897,21/10/88,8572.23
Jonathan Moore,820409171596,15/07/67,3734.8
Eric Thomas,484467150698,09/08/88,5370.42
Kimberly Gonzalez,677255216990,14/03/84,7520.97
Peter Foster,612723175078,12/01/80,6555.06
Michael Arnold,875243323538,14/12/01,3966.95
Javier Peterson,208012710589,17/05/94,9791.32
Haley Joyce,460041519441,27/12/68,6643.49
Bruce Munoz,677669130179,24/09/75,5689.53
Gina Hodges,256364650048,26/12/99,5512.75
Kevin York,677124850676,01/01/74,5421.4
Michael Williams,297855274418,22/08/96,5741.46
Rebecca Ritter,464595214653,18/06/81,7782.73
Jonathan Gray,419485146607,01/10/05,7014.47
Monica Bowman,628405642572,12/03/58,7252.37
Mark Fry,87009464379,01/08/61,5950.7
Michael Hartman,761109840259,20/10/59,5962.38
Kristina Rowland,469860058618,18/01/99,7279.63
Nathaniel Bullock,241192933587,08/02/59,7095.13
Chad Paul,260277012358,13/03/03,5874.75
Sophia Herrera,677612994365,02/04/85,9758.66
Mikayla Miller,673419522309,12/07/80,8054.85
Jill Rivera,856435130675,30/11/59,9701.44
Samuel Holloway,712876408764,27/07/02,5532.0
Larry Khan,31652382103,11/11/88,6654.77
James Adams,884169835729,05/08/00,5984.35
Jeffrey Davis,956915422343,26/01/59,8751.59
Susan Romero,837230891104,27/10/98,6822.89
Alexander Jones,427260317558,28/02/86,8194.32
Rebecca Lowe,130457655965,18/12/87,5216.37
Mr. Paul Li,11721868322,03/07/96,6137.55
Marcus Guerrero,502239697484,12/06/79,7161.48
Austin Allen,258800185984,30/04/65,9766.45
Andrew Gutierrez,684113081215,31/08/76,4834.8
Wyatt Stewart Jr.,865507441620,09/07/62,3665.72
Joel Sloan MD,652792535434,28/11/00,8247.08
Grace Alvarado,413057611869,04/09/80,8315.27
Kelsey Farley,156177923075,26/05/94,8700.5
David Garner,443375835813,14/04/97,3569.58
Jamie Fernandez,898629624125,17/12/80,4884.71
Tammy Lozano,811661572124,29/10/90,8680.3
Troy Carter,625781652010,12/03/67,8776.38
Donald Lane,413443618411,03/07/74,8258.4
Diana Wood,200296604812,11/11/81,9657.06
William Richards,244544260583,21/11/70,6079.53
Elizabeth Carter,771612928056,01/10/58,5734.26
Thomas Cooper,94848251820,05/08/99,9143.49
Matthew Alexander,763205763979,14/08/78,9043.15
Valerie Taylor,19172538047,27/12/79,9472.96
Joanna Chavez,747160458272,30/10/85,4334.54
Austin Flores,211545023986,18/01/92,8088.34
Amanda Acevedo,62162406871,06/07/75,5444.48
Brendan Ewing Jr.,971409679728,03/06/65,5660.2
Jason Walters,785882056608,15/07/74,8991.24
Robert Arnold,671395063974,23/07/80,9771.02
Andrew Thompson,514690074214,10/06/64,8074.53
Joshua Cole,388853787217,12/07/88,3331.22
Sherry Kirby,657331486420,28/04/92,8567.05
Brian Higgins,382608821966,19/06/60,7238.16
Alexandra Ballard,199525314437,24/08/99,3571.62
Melissa Black,880533807671,18/08/70,9121.79
Catherine Spencer,274234432405,20/09/93,7112.8
Angela Flores,786306633025,28/07/88,5165.95
Jose Mueller,923829785566,18/06/01,6256.93
Diana Hernandez,47819536376,08/09/03,3077.78
Courtney Stewart,756694562994,21/04/86,4949.56
Erin Lara,413850648501,30/07/67,8473.84
Sean Taylor,991978537779,19/11/61,5350.1
Katherine Wright,186019361244,30/06/94,9935.29
Susan Dunn,234707779860,28/11/63,5988.18
Sharon Atkinson,421793164811,14/01/97,8749.66
Ashley Martinez,283632517256,17/08/83,8981.35
Courtney Baxter,864976635506,29/11/98,4639.95
Anthony Bond,587845381939,21/12/66,3578.67
